Year,"Major area, region, country or area of destination",0-4,9-May,14-Oct, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total,0-4,9-May,14-Oct, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total,0-4,9-May,14-Oct, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total
2017,Antigua and Barbuda,920,876,911,"1,060","1,510","2,219","2,724","2,907","2,808","2,730","2,668","2,390","1,845","1,214",791,"1,073","28,646",469,447,464,542,680,976,"1,142","1,205","1,167","1,164","1,177","1,089",864,576,372,449,"12,783",451,429,447,518,830,"1,243","1,582","1,702","1,641","1,566","1,491","1,301",981,638,419,624,"15,863"
2017,Aruba,687,862,"1,001","1,196","2,251","3,358","3,940","4,026","3,904","3,781","3,472","2,773","1,963","1,333",842,967,"36,356",330,438,488,600,"1,124","1,542","1,842","1,831","1,662","1,538","1,478","1,196",812,567,382,363,"16,193",357,424,513,596,"1,127","1,816","2,098","2,195","2,242","2,243","1,994","1,577","1,151",766,460,604,"20,163"
2017,Bahamas,"2,279","2,356","2,112","1,958","2,764","5,173","7,441","8,008","7,445","6,365","4,548","3,266","2,578","2,060","1,640","1,813","61,806","1,249","1,201","1,003",970,"1,310","2,301","3,740","4,063","3,857","3,354","2,349","1,720","1,282","1,048",858,954,"31,259","1,030","1,155","1,109",988,"1,454","2,872","3,701","3,945","3,588","3,011","2,199","1,546","1,296","1,012",782,859,"30,547"
2017,Barbados,"1,345","1,325","1,414","1,879","2,695","3,302","3,428","3,303","3,124","2,931","2,581","2,170","1,691","1,300",976,"1,196","34,660",724,706,666,924,"1,314","1,534","1,584","1,506","1,366","1,227","1,080",907,691,516,397,430,"15,572",621,619,748,955,"1,381","1,768","1,844","1,797","1,758","1,704","1,501","1,263","1,000",784,579,766,"19,088"
2017,British Virgin Islands,561,665,739,998,"1,597","2,121","2,170","2,113","1,939","1,777","1,541","1,236",912,645,446,499,"19,959",273,317,340,488,745,"1,030","1,077","1,071",963,803,802,587,510,341,235,256,"9,838",288,348,399,510,852,"1,091","1,093","1,042",976,974,739,649,402,304,211,243,"10,121"
2017,Caribbean Netherlands,234,336,538,804,"1,134","1,294","1,249","1,097","1,158","1,273","1,156",952,740,581,445,517,"13,508",131,193,293,444,612,653,592,528,548,585,497,414,339,276,202,230,"6,537",103,143,245,360,522,641,657,569,610,688,659,538,401,305,243,287,"6,971"
2017,Cayman Islands,653,760,932,"1,237","1,843","2,464","2,667","2,591","2,425","2,267","1,889","1,454","1,098",812,575,688,"24,355",326,364,532,696,699,"1,158","1,417","1,332","1,415","1,173",909,720,664,433,291,336,"12,465",327,396,400,541,"1,144","1,306","1,250","1,259","1,010","1,094",980,734,434,379,284,352,"11,890"
2017,Cuba,232,292,337,499,743,"1,029","1,273","1,287","1,133","1,022",958,871,723,621,573,"1,543","13,136",132,157,189,276,368,512,568,494,398,369,369,337,339,329,283,741,"5,861",100,135,148,223,375,517,705,793,735,653,589,534,384,292,290,802,"7,275"
2017,Curaçao,756,"1,364","1,851","2,201","2,965","3,477","3,284","3,181","3,304","3,390","3,123","2,592","2,035","1,634","1,228","2,011","38,396",375,700,892,"1,080","1,336","1,516","1,315","1,303","1,321","1,303","1,095",923,779,655,465,732,"15,790",381,664,959,"1,121","1,629","1,961","1,969","1,878","1,983","2,087","2,028","1,669","1,256",979,763,"1,279","22,606"
2017,Dominica,697,658,671,662,659,633,559,463,376,304,249,205,175,158,144,169,"6,782",346,339,355,346,345,343,298,245,199,166,138,116,97,86,77,65,"3,561",351,319,316,316,314,290,261,218,177,138,111,89,78,72,67,104,"3,221"
2017,Dominican Republic,"18,070","18,080","20,199","30,680","55,822","71,593","61,176","42,608","29,922","21,496","15,979","11,616","8,997","6,948","5,041","6,737","424,964","9,187","9,132","10,099","16,604","33,166","44,210","39,249","27,007","18,743","13,414","10,267","7,470","6,066","4,878","3,613","4,483","257,588","8,883","8,948","10,100","14,076","22,656","27,383","21,927","15,601","11,179","8,082","5,712","4,146","2,931","2,070","1,428","2,254","167,376"
2017,Grenada,624,479,397,413,532,694,776,667,520,442,388,330,259,208,157,238,"7,124",330,244,214,213,286,345,322,316,246,208,208,162,147,110,84,101,"3,536",294,235,183,200,246,349,454,351,274,234,180,168,112,98,73,137,"3,588"
2017,Guadeloupe,"3,423","6,908","8,266","8,904","7,882","9,336","10,551","10,450","9,168","7,595","5,866","3,874","2,992","1,750","1,101","1,284","99,350","1,651","3,377","4,088","4,315","3,601","3,944","4,211","4,129","3,716","3,198","2,561","1,739","1,497",907,617,683,"44,234","1,772","3,531","4,178","4,589","4,281","5,392","6,340","6,321","5,452","4,397","3,305","2,135","1,495",843,484,601,"55,116"
2017,Haiti,"3,330","2,609","2,087","2,062","2,749","3,486","3,694","3,599","3,457","3,255","2,819","2,297","1,789","1,358",972,970,"40,533","2,075","1,554","1,177","1,065","1,370","1,754","1,956","2,147","2,191","2,026","1,698","1,352","1,053",800,572,563,"23,353","1,255","1,055",910,997,"1,379","1,732","1,738","1,452","1,266","1,229","1,121",945,736,558,400,407,"17,180"
2017,Jamaica,"2,162","1,789","1,541","1,591","1,830","1,854","1,727","1,667","1,680","1,673","1,492","1,121",873,693,525,"1,114","23,332","1,120",931,840,821,953,"1,026",895,834,883,831,709,546,433,345,239,444,"11,850","1,042",858,701,770,877,828,832,833,797,842,783,575,440,348,286,670,"11,482"
2017,Martinique,"2,207","3,065","4,461","5,439","4,950","5,370","6,031","6,273","5,679","4,935","4,045","3,168","2,320","1,552","1,156",928,"61,579","1,086","1,492","2,114","2,485","2,164","2,257","2,478","2,572","2,359","2,092","1,753","1,398","1,055",727,508,383,"26,923","1,121","1,573","2,347","2,954","2,786","3,113","3,553","3,701","3,320","2,843","2,292","1,770","1,265",825,648,545,"34,656"
2017,Montserrat,118,102,82,73,89,116,132,132,117,103,89,64,38,27,20,62,"1,364",62,55,47,42,50,63,70,67,57,49,43,32,21,15,11,19,703,56,47,35,31,39,53,62,65,60,54,46,32,17,12,9,43,661
2017,Puerto Rico,"3,899","4,987","6,231","8,201","16,884","24,911","27,821","30,059","30,673","29,840","26,472","20,928","16,478","10,599","5,583","9,928","273,494","1,936","2,572","3,110","4,034","8,056","11,470","12,555","13,618","14,059","13,850","12,427","9,787","7,965","5,150","2,621","4,439","127,649","1,963","2,415","3,121","4,167","8,828","13,441","15,266","16,441","16,614","15,990","14,045","11,141","8,513","5,449","2,962","5,489","145,845"
2017,Saint Kitts and Nevis,577,532,556,577,596,622,648,665,635,557,447,343,258,196,155,223,"7,587",296,271,274,280,292,316,344,367,357,314,250,192,145,107,81,106,"3,992",281,261,282,297,304,306,304,298,278,243,197,151,113,89,74,117,"3,595"
2017,Saint Lucia,813,876,"1,064","1,138",921,"1,056","1,258","1,193","1,095",856,629,416,431,343,283,517,"12,889",413,443,538,577,462,520,616,589,550,441,325,215,228,184,151,254,"6,506",400,433,526,561,459,536,642,604,545,415,304,201,203,159,132,263,"6,383"
2017,Saint Vincent and the Grenadines,439,393,407,433,439,394,333,300,293,277,239,192,145,107,84,120,"4,595",221,197,203,215,217,194,161,142,137,131,117,95,71,52,41,52,"2,246",218,196,204,218,222,200,172,158,156,146,122,97,74,55,43,68,"2,349"
2017,Sint Maarten (Dutch part),"1,059","1,198","1,552","2,020","2,376","2,460","2,462","2,463","2,461","2,410","2,120","1,754","1,444","1,152",732,597,"28,260",526,594,726,956,"1,129","1,167","1,165","1,168","1,179","1,170","1,039",854,700,542,350,275,"13,540",533,604,826,"1,064","1,247","1,293","1,297","1,295","1,282","1,240","1,081",900,744,610,382,322,"14,720"
2017,Trinidad and Tobago,"2,447","2,312","2,532","2,860","3,278","3,766","3,911","4,017","3,872","3,413","3,177","3,305","3,074","2,448","1,982","3,820","50,214","1,239","1,209","1,307","1,470","1,635","1,914","2,009","2,021","1,832","1,555","1,494","1,510","1,510","1,149",963,"1,671","24,488","1,208","1,103","1,225","1,390","1,643","1,852","1,902","1,996","2,040","1,858","1,683","1,795","1,564","1,299","1,019","2,149","25,726"
2017,Turks and Caicos Islands,"1,471","1,263","1,226","1,491","2,080","2,586","2,677","2,494","2,244","1,979","1,630","1,254",920,623,338,258,"24,534",759,646,634,774,"1,079","1,343","1,409","1,326","1,192","1,035",829,627,457,315,160,110,"12,695",712,617,592,717,"1,001","1,243","1,268","1,168","1,052",944,801,627,463,308,178,148,"11,839"
2017,United States Virgin Islands,"1,101","1,426","1,954","2,529","2,942","3,314","3,792","4,003","4,040","4,264","4,676","5,163","5,199","4,632","3,779","3,931","56,745",548,711,974,"1,228","1,373","1,511","1,731","1,833","1,818","1,880","2,060","2,353","2,494","2,303","1,925","1,998","26,740",553,715,980,"1,301","1,569","1,803","2,061","2,170","2,222","2,384","2,616","2,810","2,705","2,329","1,854","1,933","30,005"
2017,Central America,"286,008","266,301","202,001","154,267","143,299","149,163","153,146","144,259","128,521","111,764","93,240","74,376","59,641","45,196","32,083","49,554","2,092,819","146,369","135,413","102,064","74,625","67,762","70,176","73,879","71,538","65,614","57,475","47,487","38,202","31,180","24,329","17,131","24,350","1,047,594","139,639","130,888","99,937","79,642","75,537","78,987","79,267","72,721","62,907","54,289","45,753","36,174","28,461","20,867","14,952","25,204","1,045,225"
2017,Belize,"1,496","1,730","1,905","2,767","4,663","6,470","7,110","6,866","6,260","5,455","4,417","3,489","2,643","1,897","1,293","1,537","59,998",649,764,859,"1,280","2,194","3,079","3,459","3,480","3,283","2,904","2,368","1,863","1,434","1,031",704,829,"30,180",847,966,"1,046","1,487","2,469","3,391","3,651","3,386","2,977","2,551","2,049","1,626","1,209",866,589,708,"29,818"
2017,Costa Rica,"7,272","9,420","10,893","16,540","28,193","40,429","46,893","48,236","46,391","41,748","34,390","26,515","19,617","14,171","10,083","13,423","414,214","3,669","4,679","5,409","7,856","13,355","18,920","22,100","22,920","22,356","20,001","15,898","12,501","9,786","7,403","5,246","6,723","198,822","3,603","4,741","5,484","8,684","14,838","21,509","24,793","25,316","24,035","21,747","18,492","14,014","9,831","6,768","4,837","6,700","215,392"
2017,El Salvador,"2,055","1,839","1,733","2,336","3,720","4,948","5,215","4,535","3,707","3,202","2,644","2,053","1,483","1,050",737,"1,066","42,323","1,048",928,854,"1,070","1,664","2,331","2,566","2,237","1,782","1,514","1,259",975,695,449,323,434,"20,129","1,007",911,879,"1,266","2,056","2,617","2,649","2,298","1,925","1,688","1,385","1,078",788,601,414,632,"22,194"
2017,Guatemala,"5,264","4,374","3,722","4,304","6,243","8,032","8,663","8,468","7,853","6,961","5,566","4,119","2,899","2,027","1,439","1,594","81,528","2,995","2,409","1,937","2,055","2,729","3,353","3,639","3,699","3,606","3,344","2,769","2,085","1,468","1,027",729,798,"38,642","2,269","1,965","1,785","2,249","3,514","4,679","5,024","4,769","4,247","3,617","2,797","2,034","1,431","1,000",710,796,"42,886"
2017,Honduras,"2,300","1,871","1,622","2,050","3,198","4,168","4,325","3,976","3,496","3,010","2,440","1,902","1,458","1,110",827,947,"38,700",981,783,695,882,"1,299","1,948","2,325","2,299","2,108","1,829","1,482","1,125",863,657,490,552,"20,318","1,319","1,088",927,"1,168","1,899","2,220","2,000","1,677","1,388","1,181",958,777,595,453,337,395,"18,382"
2017,Mexico,"260,299","238,324","171,400","112,076","77,201","59,809","55,363","49,265","40,450","33,072","28,471","23,910","21,518","17,388","12,382","23,241","1,224,169","133,206","121,337","86,881","54,412","36,616","28,012","26,955","25,223","21,970","18,341","15,662","13,082","11,500","9,593","6,733","10,864","620,387","127,093","116,987","84,519","57,664","40,585","31,797","28,408","24,042","18,480","14,731","12,809","10,828","10,018","7,795","5,649","12,377","603,782"
2017,Nicaragua,"4,253","3,485","3,265","3,554","4,410","4,941","3,780","2,511","2,096","1,942","1,716","1,461","1,205",931,684,925,"41,159","2,233","1,814","1,659","1,763","2,142","2,414","1,875","1,272","1,088","1,047",958,821,678,528,385,508,"21,185","2,020","1,671","1,606","1,791","2,268","2,527","1,905","1,239","1,008",895,758,640,527,403,299,417,"19,974"
2017,Panama,"3,069","5,258","7,461","10,640","15,671","20,366","21,797","20,402","18,268","16,374","13,596","10,927","8,818","6,622","4,638","6,821","190,728","1,588","2,699","3,770","5,307","7,763","10,119","10,960","10,408","9,421","8,495","7,091","5,750","4,756","3,641","2,521","3,642","97,931","1,481","2,559","3,691","5,333","7,908","10,247","10,837","9,994","8,847","7,879","6,505","5,177","4,062","2,981","2,117","3,179","92,797"
2017,South America,"226,680","242,615","265,217","308,880","416,006","535,103","586,964","560,359","507,722","450,619","387,800","332,542","315,608","264,214","216,565","398,729","6,015,623","116,192","124,439","134,064","152,095","199,918","254,443","284,539","275,262","250,976","226,601","195,591","168,183","154,735","132,954","107,419","175,428","2,952,839","110,488","118,176","131,153","156,785","216,088","280,660","302,425","285,097","256,746","224,018","192,209","164,359","160,873","131,260","109,146","223,301","3,062,784"
2017,Argentina,"30,274","42,878","57,986","86,053","141,187","188,030","215,279","209,217","191,725","172,580","150,561","130,057","139,795","116,557","95,781","196,564","2,164,524","15,306","21,334","28,304","40,435","64,041","84,451","97,264","95,086","87,542","80,186","71,866","63,337","65,324","55,753","44,908","81,179","996,316","14,968","21,544","29,682","45,618","77,146","103,579","118,015","114,131","104,183","92,394","78,695","66,720","74,471","60,804","50,873","115,385","1,168,208"
2017,Bolivia (Plurinational State of),"17,242","13,326","11,360","10,511","12,066","14,540","14,192","11,800","9,925","8,638","7,141","5,652","4,264","3,183","2,254","2,743","148,837","8,769","6,844","5,804","5,070","6,211","7,593","7,596","6,438","5,452","4,714","3,892","3,122","2,384","1,692","1,157","1,266","78,004","8,473","6,482","5,556","5,441","5,855","6,947","6,596","5,362","4,473","3,924","3,249","2,530","1,880","1,491","1,097","1,477","70,833"
2017,Brazil,"16,540","29,872","34,048","33,372","43,290","59,919","66,177","60,940","53,412","46,251","39,575","35,898","37,855","39,963","38,149","100,296","735,557","8,397","15,935","17,588","16,989","21,668","29,554","36,741","35,877","31,885","29,511","23,154","19,872","19,351","22,724","21,469","46,375","397,090","8,143","13,937","16,460","16,383","21,622","30,365","29,436","25,063","21,527","16,740","16,421","16,026","18,504","17,239","16,680","53,921","338,467"
2017,Chile,"33,893","27,096","28,092","30,702","41,888","55,671","58,361","53,834","44,352","31,333","21,096","15,622","13,201","9,715","6,994","16,721","488,571","17,076","13,601","14,044","14,974","19,487","25,017","26,391","24,676","20,344","14,504","10,127","7,761","6,408","5,103","3,572","7,132","230,217","16,817","13,495","14,048","15,728","22,401","30,654","31,970","29,158","24,008","16,829","10,969","7,861","6,793","4,612","3,422","9,589","258,354"
2017,Colombia,"15,163","12,189","10,167","10,790","12,570","13,652","12,987","11,133","9,269","7,771","6,393","5,350","4,484","3,747","2,939","3,715","142,319","8,062","6,351","5,204","5,434","6,288","6,860","6,813","6,151","5,322","4,485","3,683","3,022","2,570","2,006","1,574","1,980","75,805","7,101","5,838","4,963","5,356","6,282","6,792","6,174","4,982","3,947","3,286","2,710","2,328","1,914","1,741","1,365","1,735","66,514"
2017,Ecuador,"35,147","38,802","40,140","36,331","34,890","36,144","35,638","32,381","27,481","22,059","17,483","13,824","10,989","7,311","4,281","6,167","399,068","18,428","20,130","20,610","18,534","17,774","18,456","18,264","16,688","14,306","11,643","9,321","7,348","5,740","3,743","2,192","3,150","206,327","16,719","18,672","19,530","17,797","17,116","17,688","17,374","15,693","13,175","10,416","8,162","6,476","5,249","3,568","2,089","3,017","192,741"
2017,Falkland Islands (Malvinas),103,93,86,98,130,157,163,158,145,124,98,73,54,36,22,39,"1,579",56,52,51,57,72,82,82,81,79,70,61,49,33,22,14,17,878,47,41,35,41,58,75,81,77,66,54,37,24,21,14,8,22,701
2017,French Guiana,"2,747","3,755","4,578","6,983","8,437","13,461","14,392","12,924","11,198","9,598","7,543","5,793","4,226","2,784","1,675","1,624","111,718","1,351","1,923","2,186","3,219","3,583","5,840","6,605","6,117","5,492","4,719","3,849","2,963","2,264","1,508",753,692,"53,064","1,396","1,832","2,392","3,764","4,854","7,621","7,787","6,807","5,706","4,879","3,694","2,830","1,962","1,276",922,932,"58,654"
2017,Guyana,986,770,688,"1,003","1,565","1,961","1,894","1,601","1,298","1,025",773,609,477,371,248,261,"15,530",463,378,350,495,737,935,992,899,759,606,469,381,299,233,156,156,"8,308",523,392,338,508,828,"1,026",902,702,539,419,304,228,178,138,92,105,"7,222"
2017,Paraguay,"5,972","6,462","7,630","9,786","12,865","15,243","16,105","15,789","14,753","13,463","11,244","9,209","7,308","5,615","3,942","5,133","160,519","3,120","3,357","3,919","4,974","6,506","7,726","8,219","8,156","7,731","7,171","6,064","5,014","3,973","2,997","1,991","2,494","83,412","2,852","3,105","3,711","4,812","6,359","7,517","7,886","7,633","7,022","6,292","5,180","4,195","3,335","2,618","1,951","2,639","77,107"
